,price,bedrooms,bathrooms,has_basement,sqft_living,sqft_lot,liv/lot,view,age,age_decade,condition,grade,reno?,reno_age,lat,long,zipcode,zipcode_mean_price,zipcode_median_price,zipcode_mode_price,zip_rank_price,zipcode_mean_lot,zipcode_mean_liv,pop_den_by_zip
891,395000.0,4,2.5,0,2910,5000,0.582,0.0,13,1,3,8,0,0.0,47.3782,-122.12700000000001,98042,302863.74,286450.0,270000.0,1,11323.03,1963.3,1537
892,340000.0,2,1.0,0,1090,6771,0.16098065278393148,0.0,61,6,3,6,0,0.0,47.5185,-122.352,98106,318981.34,314250.0,325000.0,1,5556.02,1483.36,4161
893,209000.0,3,2.0,1,1230,1340,0.917910447761194,0.0,12,1,3,7,0,0.0,47.526,-122.361,98106,318981.34,314250.0,325000.0,1,5556.02,1483.36,4161
894,431650.0,5,2.5,0,1710,7700,0.22207792207792207,0.0,53,5,3,7,0,0.0,47.5922,-122.146,98007,616434.41,553500.0,450000.0,3,10340.61,2183.79,5684
895,980000.0,5,2.5,1,3160,11470,0.27550130775937226,0.0,44,4,4,9,0,0.0,47.5368,-122.21600000000001,98040,948361.13,905000.0,1200000.0,5,12247.3,2699.47,3591
896,660000.0,3,2.5,0,2680,28243,0.09489076939418617,0.0,22,2,3,9,0,0.0,47.7637,-122.05,98077,652523.07,632925.0,875000.0,4,31219.29,2742.81,785
897,730000.0,4,2.25,1,2190,9009,0.2430902430902431,0.0,38,3,4,8,0,0.0,47.6916,-122.18799999999999,98033,707447.32,659000.0,675000.0,4,9818.57,2219.42,3696
898,291500.0,3,1.75,0,1260,9600,0.13125,0.0,27,2,4,7,0,0.0,47.3592,-122.07600000000001,98042,302863.74,286450.0,270000.0,1,11323.03,1963.3,1537
899,905000.0,4,3.5,1,2970,14486,0.2050255419025266,0.0,18,1,3,9,0,0.0,47.5627,-122.215,98040,948361.13,905000.0,1200000.0,5,12247.3,2699.47,3591
900,800000.0,4,2.5,0,2570,50308,0.05108531446290848,0.0,22,2,3,10,0,0.0,47.7418,-122.039,98077,652523.07,632925.0,875000.0,4,31219.29,2742.81,785
901,839900.0,4,3.5,1,3810,13592,0.28031194820482636,1.0,2,0,3,9,0,0.0,47.5134,-122.2,98056,405816.41,378000.0,250000.0,2,8624.1,1998.23,4323
902,200000.0,1,1.5,1,1010,1157,0.8729472774416595,0.0,8,0,3,8,0,0.0,47.5492,-122.37200000000001,98126,424734.6,395750.0,435000.0,2,5114.61,1543.6,6732
903,300000.0,3,2.0,1,1480,6698,0.22096148103911614,0.0,36,3,4,7,0,0.0,47.4614,-122.16799999999999,98058,341664.88,330000.0,320000.0,1,11026.51,2006.16,2215
904,530000.0,3,1.75,0,1250,6041,0.2069193842079126,0.0,73,7,5,7,0,0.0,47.69,-122.304,98115,608002.49,564000.0,435000.0,3,5407.32,1811.57,7018
905,314950.0,3,2.25,0,1654,8479,0.1950701733695011,0.0,20,2,3,7,0,0.0,47.3627,-122.037,98038,345204.02,335000.0,275000.0,2,8695.4,2089.72,469
906,255000.0,3,1.75,0,1410,9315,0.15136876006441224,0.0,55,5,5,7,0,0.0,47.3969,-122.198,98031,295095.06,285000.0,300000.0,1,9468.32,1910.32,4877
907,550000.0,5,2.75,1,2160,5720,0.3776223776223776,0.0,65,6,5,7,0,0.0,47.5728,-122.304,98144,528153.49,449000.0,450000.0,3,3763.37,1798.73,7895
908,435000.0,3,1.0,1,1400,4800,0.2916666666666667,0.0,98,9,4,6,0,0.0,47.5499,-122.391,98136,534712.0,485000.0,400000.0,3,5732.0,1699.25,6425
909,234000.0,3,1.75,0,1420,8738,0.1625085831998169,0.0,49,4,4,7,0,0.0,47.3113,-122.20700000000001,98002,234284.04,235000.0,250000.0,1,7517.63,1627.74,4423
910,615000.0,4,2.25,1,2500,10062,0.24845955078513218,0.0,40,4,3,8,0,0.0,47.638999999999996,-122.1,98052,637806.32,610000.0,550000.0,4,10489.92,2345.22,2908
911,205000.0,3,2.0,0,1410,8384,0.16817748091603055,0.0,30,3,3,7,0,0.0,47.3315,-122.26299999999999,98001,273273.58,255500.0,250000.0,1,11496.59,1876.0,1717
912,384000.0,4,1.75,1,2100,7135,0.29432375613174494,0.0,60,6,4,7,0,0.0,47.5353,-122.34899999999999,98106,318981.34,314250.0,325000.0,1,5556.02,1483.36,4161
913,324000.0,3,2.5,0,1750,7208,0.2427857935627081,0.0,21,2,3,8,0,0.0,47.4315,-122.19200000000001,98055,300024.22,292500.0,290000.0,1,7870.52,1776.27,4585
914,645000.0,3,1.75,1,2070,5500,0.37636363636363634,0.0,69,6,4,7,0,0.0,47.6733,-122.301,98115,608002.49,564000.0,435000.0,3,5407.32,1811.57,7018
915,570000.0,3,3.25,1,1570,1777,0.88351153629713,0.0,8,0,3,8,0,0.0,47.6655,-122.369,98107,562928.82,529950.0,500000.0,3,3178.16,1558.64,9602
916,324000.0,3,2.5,0,1920,5322,0.36076662908680945,0.0,16,1,3,8,0,0.0,47.4095,-122.195,98031,295095.06,285000.0,300000.0,1,9468.32,1910.32,4877
917,270000.0,2,1.0,0,1000,10320,0.09689922480620156,0.0,72,7,3,6,0,0.0,47.527,-122.35600000000001,98106,318981.34,314250.0,325000.0,1,5556.02,1483.36,4161
918,290000.0,5,1.5,0,2120,7700,0.2753246753246753,0.0,53,5,5,7,0,0.0,47.4599,-122.17200000000001,98058,341664.88,330000.0,320000.0,1,11026.51,2006.16,2215
919,250000.0,3,2.0,0,1440,9220,0.1561822125813449,0.0,50,5,3,7,0,0.0,47.3702,-122.31700000000001,98198,302835.44,265000.0,210000.0,1,10071.9,1746.92,4441
920,342000.0,3,1.75,0,1660,16275,0.10199692780337942,0.0,25,2,3,7,0,0.0,47.6903,-121.915,98014,364895.47,340000.0,375000.0,2,18660.24,1720.08,149
921,255000.0,3,1.5,0,1340,8450,0.15857988165680473,0.0,57,5,4,7,0,0.0,47.4405,-122.28,98188,289078.35,264000.0,240000.0,1,10126.08,1802.77,3062
922,800000.0,3,2.25,1,2380,11824,0.2012855209742896,0.0,43,4,4,9,0,0.0,47.5371,-122.21799999999999,98040,948361.13,905000.0,1200000.0,5,12247.3,2699.47,3591
923,451000.0,3,1.75,1,1560,4049,0.38528031612743885,2.0,89,8,3,7,0,0.0,47.5666,-122.375,98126,424734.6,395750.0,435000.0,2,5114.61,1543.6,6732
924,990000.0,4,2.5,1,2780,10480,0.2652671755725191,3.0,48,4,3,7,0,0.0,47.6597,-122.204,98033,707447.32,659000.0,675000.0,4,9818.57,2219.42,3696
925,288400.0,4,2.5,1,1860,6687,0.2781516375056079,0.0,32,3,4,7,0,0.0,47.4046,-122.186,98031,295095.06,285000.0,300000.0,1,9468.32,1910.32,4877
926,420000.0,3,1.5,1,2390,4600,0.5195652173913043,0.0,95,9,3,8,1,20.0,47.5383,-122.26799999999999,98118,408602.81,366925.0,350000.0,2,5583.8,1672.28,6841
927,359000.0,2,2.75,1,1370,1140,1.2017543859649122,0.0,6,0,3,8,0,0.0,47.7052,-122.34299999999999,98133,387011.59,375000.0,375000.0,2,7094.61,1614.76,6279
929,300000.0,3,2.5,0,1320,2614,0.504973221117062,0.0,10,1,3,7,0,0.0,47.5355,-122.28299999999999,98118,408602.81,366925.0,350000.0,2,5583.8,1672.28,6841
930,545000.0,5,2.5,1,2520,7863,0.32048836322014496,0.0,34,3,3,7,0,0.0,47.7096,-122.199,98034,485606.58,443000.0,475000.0,3,9040.35,1937.39,4428
931,288349.0,3,1.0,0,1250,18616,0.06714654061022776,0.0,43,4,4,6,0,0.0,47.3414,-122.04700000000001,98010,379586.92,330000.0,240000.0,1,19688.19,1951.42,334
932,299900.0,3,2.25,1,1560,35026,0.04453834294524068,0.0,30,3,3,7,0,0.0,47.3023,-122.069,98092,313948.5,299997.0,225000.0,1,11646.76,2144.05,892
933,891000.0,4,2.0,1,2330,5000,0.466,0.0,90,9,5,7,0,0.0,47.6804,-122.35799999999999,98117,576834.81,544000.0,575000.0,3,4636.39,1692.04,7953
934,1200000.0,3,2.0,1,3660,22410,0.16331994645247658,3.0,68,6,4,9,0,0.0,47.6972,-122.4,98117,576834.81,544000.0,575000.0,3,4636.39,1692.04,7953
935,378000.0,4,2.5,0,2790,4650,0.6,0.0,11,1,3,8,0,0.0,47.3556,-122.02600000000001,98038,345204.02,335000.0,275000.0,2,8695.4,2089.72,469
936,299995.0,2,1.0,0,1060,7200,0.14722222222222223,0.0,64,6,4,6,0,0.0,47.7463,-122.315,98155,401674.23,371500.0,350000.0,2,10044.15,1751.5,4330
937,253000.0,3,2.5,1,2020,6564,0.307739183424741,0.0,21,2,3,7,0,0.0,47.3545,-122.15799999999999,98042,302863.74,286450.0,270000.0,1,11323.03,1963.3,1537
938,350000.0,3,2.25,0,1580,47916,0.032974371817347026,0.0,36,3,3,7,0,0.0,47.5583,-121.852,98024,396955.0,362250.0,275000.0,2,22133.61,1747.5,236
939,565000.0,4,3.0,0,2020,4300,0.4697674418604651,0.0,115,11,3,6,0,0.0,47.6653,-122.37200000000001,98107,562928.82,529950.0,500000.0,3,3178.16,1558.64,9602
940,315000.0,2,1.0,0,970,5665,0.17122683142100617,0.0,107,10,4,6,0,0.0,47.5513,-122.273,98118,408602.81,366925.0,350000.0,2,5583.8,1672.28,6841
941,570000.0,4,3.0,0,1490,6766,0.2202187407626367,1.0,100,10,5,7,0,0.0,47.5446,-122.382,98136,534712.0,485000.0,400000.0,3,5732.0,1699.25,6425
942,971000.0,5,3.5,1,4390,10140,0.4329388560157791,0.0,10,1,3,9,0,0.0,47.7174,-122.28200000000001,98125,459287.85,425000.0,375000.0,2,7634.36,1735.34,6879
943,915000.0,5,2.5,1,2750,5589,0.4920379316514582,0.0,105,10,5,9,0,0.0,47.6364,-122.3,98112,847094.83,785475.0,1050000.0,4,4070.75,2106.13,6667
944,419000.0,4,1.5,0,2150,23568,0.09122539035980991,0.0,65,6,4,7,0,0.0,47.4522,-122.355,98166,431499.54,387500.0,350000.0,2,12578.77,2005.81,3580
945,260000.0,4,1.75,1,1810,7480,0.24197860962566844,0.0,38,3,3,7,0,0.0,47.3275,-122.361,98023,284177.56,268000.0,245000.0,1,9809.44,1983.41,4604
946,1320000.0,3,3.0,0,2230,12968,0.17196175200493521,0.0,25,2,3,9,0,0.0,47.6271,-122.197,98004,950873.06,912500.0,650000.0,5,11328.53,2209.22,3977
947,369950.0,3,1.0,0,2430,10720,0.22667910447761194,0.0,38,3,3,7,0,0.0,47.4895,-121.787,98045,385749.5,372250.0,280000.0,2,16226.62,1840.36,41
948,1030000.0,3,2.5,0,3680,13384,0.2749551703526599,0.0,21,2,3,10,0,0.0,47.5484,-122.119,98006,763026.1,734000.0,550000.0,4,12407.05,2712.18,3402
949,435000.0,5,1.0,0,1410,6750,0.2088888888888889,0.0,86,8,3,6,0,0.0,47.5453,-122.27799999999999,98118,408602.81,366925.0,350000.0,2,5583.8,1672.28,6841
950,601000.0,3,1.75,0,1330,6743,0.19724158386474863,0.0,57,5,3,8,1,13.0,47.7012,-122.286,98125,459287.85,425000.0,375000.0,2,7634.36,1735.34,6879
951,460500.0,3,1.0,1,1490,10650,0.13990610328638498,0.0,52,5,3,7,0,0.0,47.663000000000004,-122.178,98033,707447.32,659000.0,675000.0,4,9818.57,2219.42,3696
952,720000.0,3,2.5,0,2020,1159,1.7428817946505608,3.0,15,1,3,8,0,0.0,47.6617,-122.35600000000001,98103,578441.15,550000.0,650000.0,3,3469.39,1638.48,9905
953,851000.0,4,2.5,0,3130,13202,0.23708529010755947,0.0,19,1,3,10,0,0.0,47.5878,-121.976,98075,759694.5,735000.0,750000.0,4,14806.11,2998.8,2185
954,550000.0,4,3.0,0,2670,5000,0.534,2.0,99,9,3,7,0,0.0,47.5784,-122.37700000000001,98126,424734.6,395750.0,435000.0,2,5114.61,1543.6,6732
955,700000.0,4,1.0,0,1980,4560,0.4342105263157895,0.0,95,9,3,7,0,0.0,47.6606,-122.331,98103,578441.15,550000.0,650000.0,3,3469.39,1638.48,9905
956,323000.0,3,1.75,0,2100,14850,0.1414141414141414,0.0,52,5,4,7,0,0.0,47.3622,-122.059,98042,302863.74,286450.0,270000.0,1,11323.03,1963.3,1537
957,345500.0,3,1.0,0,1350,8581,0.15732432117468825,0.0,71,7,5,6,0,0.0,47.7612,-122.36200000000001,98177,594476.85,527150.0,380000.0,3,10254.7,2170.96,3341
958,378000.0,4,1.5,1,2140,7920,0.2702020202020202,0.0,56,5,3,7,0,0.0,47.5491,-122.272,98118,408602.81,366925.0,350000.0,2,5583.8,1672.28,6841
959,650000.0,4,2.0,0,2208,5000,0.4416,0.0,98,9,5,8,0,0.0,47.5711,-122.383,98116,604844.74,559000.0,625000.0,3,4854.48,1830.22,7523
960,385000.0,3,2.0,0,1010,7380,0.13685636856368563,0.0,33,3,3,7,0,0.0,47.6273,-122.06200000000001,98074,655631.94,638250.0,550000.0,4,11778.2,2602.99,2411
961,425000.0,2,1.0,0,970,2970,0.3265993265993266,0.0,105,10,3,7,0,0.0,47.6233,-122.319,98102,748116.65,682500.0,525000.0,4,3015.2,1891.24,15829
962,210000.0,4,2.0,0,1520,6174,0.24619371558147068,0.0,95,9,5,6,0,0.0,47.2105,-121.98899999999999,98022,273155.95,264975.0,245000.0,1,12785.89,1742.45,52
963,630000.0,4,2.5,0,2740,43101,0.06357161086749727,0.0,22,2,3,9,0,0.0,47.7649,-122.04899999999999,98077,652523.07,632925.0,875000.0,4,31219.29,2742.81,785
964,335000.0,3,1.75,1,1570,7500,0.20933333333333334,1.0,62,6,3,7,0,0.0,47.4999,-122.368,98146,359496.26,305000.0,210000.0,1,9020.24,1621.45,5573
965,196500.0,3,1.0,0,1320,9000,0.14666666666666667,0.0,49,4,3,7,0,0.0,47.3461,-122.272,98001,273273.58,255500.0,250000.0,1,11496.59,1876.0,1717
966,582800.0,4,2.75,1,2550,7636,0.33394447354635937,0.0,29,2,3,8,0,0.0,47.6471,-122.06,98074,655631.94,638250.0,550000.0,4,11778.2,2602.99,2411
967,440000.0,3,1.75,1,1560,7207,0.2164562231164146,0.0,32,3,3,7,0,0.0,47.7283,-122.22200000000001,98034,485606.58,443000.0,475000.0,3,9040.35,1937.39,4428
968,752500.0,4,2.25,0,2360,8616,0.27390900649953576,0.0,41,4,4,8,0,0.0,47.6495,-122.198,98033,707447.32,659000.0,675000.0,4,9818.57,2219.42,3696
969,532500.0,3,1.75,1,1330,5000,0.266,0.0,106,10,4,7,0,0.0,47.5724,-122.384,98116,604844.74,559000.0,625000.0,3,4854.48,1830.22,7523
970,265000.0,3,1.0,0,1070,9000,0.11888888888888889,0.0,65,6,4,7,0,0.0,47.4061,-122.33,98198,302835.44,265000.0,210000.0,1,10071.9,1746.92,4441
971,397500.0,3,1.25,1,1510,13737,0.10992210817500182,3.0,54,5,4,6,0,0.0,47.7289,-122.28299999999999,98125,459287.85,425000.0,375000.0,2,7634.36,1735.34,6879
972,524250.0,3,2.5,0,1710,3469,0.49293744594984146,0.0,16,1,3,8,0,0.0,47.54600000000001,-122.01100000000001,98029,594612.48,570500.0,690000.0,4,6416.24,2230.1,2719
973,765000.0,4,2.75,0,2790,10819,0.25787965616045844,0.0,19,1,3,10,0,0.0,47.5515,-122.08,98027,587551.59,566250.0,525000.0,4,14503.6,2398.57,469
974,648000.0,4,2.5,0,2620,5450,0.48073394495412847,0.0,14,1,3,9,0,0.0,47.6301,-122.01899999999999,98074,655631.94,638250.0,550000.0,4,11778.2,2602.99,2411
975,469500.0,5,2.5,1,2970,24759,0.11995637949836423,0.0,46,4,4,8,0,0.0,47.3908,-122.17299999999999,98031,295095.06,285000.0,300000.0,1,9468.32,1910.32,4877
976,237500.0,3,1.75,0,1050,7854,0.13368983957219252,0.0,40,4,4,7,0,0.0,47.3011,-122.369,98023,284177.56,268000.0,245000.0,1,9809.44,1983.41,4604
977,216000.0,3,1.0,0,1280,8712,0.14692378328741965,0.0,59,5,4,7,0,0.0,47.3298,-122.29700000000001,98003,292011.4,267000.0,225000.0,1,10019.66,1924.47,3800
978,427200.0,3,1.0,0,1030,8400,0.12261904761904761,0.0,52,5,4,7,0,0.0,47.5364,-122.17299999999999,98056,405816.41,378000.0,250000.0,2,8624.1,1998.23,4323
979,280000.0,3,2.25,1,1900,7800,0.24358974358974358,0.0,38,3,4,8,0,0.0,47.4545,-122.208,98055,300024.22,292500.0,290000.0,1,7870.52,1776.27,4585
980,718000.0,5,3.0,1,3070,9804,0.3131374949000408,0.0,47,4,4,9,0,0.0,47.5702,-122.12799999999999,98006,763026.1,734000.0,550000.0,4,12407.05,2712.18,3402
981,420000.0,2,2.75,0,1760,4139,0.4252234839333172,0.0,5,0,3,8,0,0.0,47.5175,-121.87799999999999,98065,529194.82,506950.0,425000.0,3,7663.84,2602.71,171
982,379000.0,2,1.0,0,930,5400,0.17222222222222222,0.0,63,6,3,7,0,0.0,47.6971,-122.37200000000001,98117,576834.81,544000.0,575000.0,3,4636.39,1692.04,7953
983,326100.0,2,1.0,0,880,7683,0.1145385916959521,0.0,73,7,3,6,0,0.0,47.7145,-122.361,98177,594476.85,527150.0,380000.0,3,10254.7,2170.96,3341
984,535000.0,3,2.5,1,1360,1016,1.3385826771653544,0.0,12,1,3,7,0,0.0,47.6774,-122.324,98115,608002.49,564000.0,435000.0,3,5407.32,1811.57,7018
985,283000.0,4,2.75,1,2130,8560,0.2488317757009346,0.0,23,2,3,7,0,0.0,47.1949,-122.01,98022,273155.95,264975.0,245000.0,1,12785.89,1742.45,52
986,260000.0,3,1.0,1,1480,7469,0.19815236310081671,0.0,75,7,3,6,0,0.0,47.5048,-122.301,98168,240328.37,235000.0,235000.0,1,11269.84,1468.62,3794
987,399000.0,4,1.0,0,1500,6388,0.234815278647464,0.0,64,6,4,7,0,0.0,47.5303,-122.37799999999999,98126,424734.6,395750.0,435000.0,2,5114.61,1543.6,6732
988,484950.0,3,2.25,0,1670,5004,0.3337330135891287,0.0,28,2,3,8,0,0.0,47.5688,-122.01700000000001,98029,594612.48,570500.0,690000.0,4,6416.24,2230.1,2719
989,640000.0,4,1.75,0,2060,9828,0.2096052096052096,0.0,55,5,4,8,0,0.0,47.5867,-122.17399999999999,98005,768595.4,753000.0,975000.0,4,17365.04,2572.91,2361
990,585000.0,4,2.5,1,2160,8158,0.26477077715126257,0.0,63,6,4,8,0,0.0,47.6948,-122.32799999999999,98115,608002.49,564000.0,435000.0,3,5407.32,1811.57,7018
991,645000.0,4,2.0,1,2780,11583,0.24000690667357333,3.0,60,6,3,8,0,0.0,47.7293,-122.28399999999999,98125,459287.85,425000.0,375000.0,2,7634.36,1735.34,6879
992,253000.0,3,2.0,0,1490,7651,0.19474578486472358,0.0,27,2,3,7,0,0.0,47.3211,-122.325,98003,292011.4,267000.0,225000.0,1,10019.66,1924.47,3800
993,178500.0,2,1.0,0,740,6460,0.11455108359133127,0.0,62,6,3,6,0,0.0,47.5077,-122.344,98146,359496.26,305000.0,210000.0,1,9020.24,1621.45,5573
994,291000.0,4,2.5,0,1860,6325,0.2940711462450593,0.0,24,2,4,7,0,0.0,47.3492,-122.03,98038,345204.02,335000.0,275000.0,2,8695.4,2089.72,469
995,199950.0,2,2.75,0,1590,20917,0.07601472486494239,0.0,95,9,3,5,0,0.0,47.2786,-122.25,98001,273273.58,255500.0,250000.0,1,11496.59,1876.0,1717
996,553500.0,2,1.0,0,850,2340,0.36324786324786323,0.0,93,9,3,7,0,0.0,47.6707,-122.32799999999999,98105,744828.15,660000.0,580000.0,4,4500.82,1961.75,10643
997,189950.0,2,1.0,0,1030,4188,0.24594078319006685,0.0,34,3,3,8,0,0.0,47.3738,-122.057,98038,345204.02,335000.0,275000.0,2,8695.4,2089.72,469
998,289000.0,3,2.0,0,1850,9550,0.193717277486911,0.0,27,2,3,8,0,0.0,47.3225,-122.273,98001,273273.58,255500.0,250000.0,1,11496.59,1876.0,1717
999,700000.0,4,2.0,0,1830,4590,0.39869281045751637,0.0,107,10,3,8,0,0.0,47.6593,-122.32700000000001,98105,744828.15,660000.0,580000.0,4,4500.82,1961.75,10643
1000,270000.0,3,2.0,0,1560,8853,0.1762114537444934,0.0,48,4,3,7,0,0.0,47.4312,-122.171,98058,341664.88,330000.0,320000.0,1,11026.51,2006.16,2215
1001,258000.0,4,1.75,1,1730,8320,0.20793269230769232,0.0,38,3,3,7,0,0.0,47.327,-122.361,98023,284177.56,268000.0,245000.0,1,9809.44,1983.41,4604
1002,530000.0,3,2.5,0,1930,7214,0.2675353479345717,0.0,10,1,3,8,0,0.0,47.7191,-122.309,98125,459287.85,425000.0,375000.0,2,7634.36,1735.34,6879
1003,245000.0,3,2.25,0,1422,3677,0.3867283111231983,0.0,3,0,3,7,0,0.0,47.3204,-122.178,98092,313948.5,299997.0,225000.0,1,11646.76,2144.05,892
1004,563000.0,3,2.0,0,1380,5000,0.276,0.0,98,9,4,7,0,0.0,47.6807,-122.369,98117,576834.81,544000.0,575000.0,3,4636.39,1692.04,7953
1005,515000.0,3,2.5,0,2430,4203,0.5781584582441114,0.0,14,1,3,8,0,0.0,47.5346,-121.875,98065,529194.82,506950.0,425000.0,3,7663.84,2602.71,171
1006,325000.0,4,2.5,0,2610,7091,0.36807220420251024,0.0,28,2,3,9,0,0.0,47.3017,-122.34899999999999,98023,284177.56,268000.0,245000.0,1,9809.44,1983.41,4604
1008,280300.0,2,1.0,1,920,5000,0.184,0.0,66,6,4,6,0,0.0,47.7008,-122.338,98103,578441.15,550000.0,650000.0,3,3469.39,1638.48,9905
1009,460000.0,4,1.75,1,1750,5500,0.3181818181818182,0.0,89,8,5,7,0,0.0,47.6802,-122.38799999999999,98117,576834.81,544000.0,575000.0,3,4636.39,1692.04,7953
1010,475000.0,3,1.75,1,2020,8970,0.22519509476031216,0.0,34,3,4,7,0,0.0,47.7571,-122.145,98072,543459.98,495000.0,565000.0,3,20163.96,2315.65,1231
1011,900000.0,4,2.25,0,2460,44431,0.055366748441403525,0.0,58,5,4,9,0,0.0,47.6042,-122.147,98007,616434.41,553500.0,450000.0,3,10340.61,2183.79,5684
1012,538200.0,4,3.0,0,1780,7260,0.24517906336088155,0.0,51,5,4,8,0,0.0,47.626999999999995,-122.11399999999999,98008,581616.01,540200.0,480000.0,3,10030.9,2057.97,4437
1013,429000.0,2,1.0,0,1080,3600,0.3,0.0,93,9,3,7,0,0.0,47.6078,-122.291,98122,599650.75,558000.0,640000.0,3,3426.16,1735.14,13594
1014,164808.0,3,1.0,0,1250,5411,0.23101090371465532,0.0,35,3,3,7,0,0.0,47.5064,-122.265,98178,305357.85,276277.0,315000.0,1,8045.58,1722.62,4966
1015,520000.0,4,2.25,0,1870,7700,0.24285714285714285,0.0,38,3,3,7,0,0.0,47.6937,-122.12700000000001,98052,637806.32,610000.0,550000.0,4,10489.92,2345.22,2908
1016,475000.0,3,1.75,1,1700,8432,0.20161290322580644,0.0,38,3,3,8,0,0.0,47.7221,-122.31700000000001,98125,459287.85,425000.0,375000.0,2,7634.36,1735.34,6879
1017,283000.0,4,1.5,0,1480,47045,0.031459241152088424,0.0,73,7,5,6,0,0.0,47.4809,-122.3,98168,240328.37,235000.0,235000.0,1,11269.84,1468.62,3794
1018,321500.0,4,2.5,0,1930,6228,0.3098908156711625,0.0,15,1,3,8,0,0.0,47.3572,-122.191,98030,294089.77,281000.0,245000.0,1,9210.88,1956.98,4741
1019,840000.0,4,2.75,0,3130,21810,0.14351215038972948,0.0,22,2,4,10,0,0.0,47.7083,-122.073,98077,652523.07,632925.0,875000.0,4,31219.29,2742.81,785
1020,287000.0,3,2.25,0,1370,6000,0.22833333333333333,0.0,23,2,4,7,0,0.0,47.3484,-122.03299999999999,98038,345204.02,335000.0,275000.0,2,8695.4,2089.72,469
1021,375000.0,3,1.75,0,960,8106,0.11843079200592153,0.0,53,5,3,7,0,0.0,47.6737,-122.156,98052,637806.32,610000.0,550000.0,4,10489.92,2345.22,2908
1022,349500.0,3,1.75,0,1260,7128,0.17676767676767677,0.0,46,4,4,7,0,0.0,47.7263,-122.205,98034,485606.58,443000.0,475000.0,3,9040.35,1937.39,4428
1023,446450.0,3,1.5,0,1480,7749,0.19099238611433733,0.0,55,5,5,7,0,0.0,47.5144,-122.37899999999999,98126,424734.6,395750.0,435000.0,2,5114.61,1543.6,6732
1024,315000.0,4,2.5,0,1930,9643,0.2001451830343254,0.0,23,2,4,7,0,0.0,47.4065,-122.18,98031,295095.06,285000.0,300000.0,1,9468.32,1910.32,4877
1025,271310.0,2,1.0,0,870,5340,0.16292134831460675,0.0,109,10,2,6,0,0.0,47.5849,-122.302,98144,528153.49,449000.0,450000.0,3,3763.37,1798.73,7895
1026,315000.0,4,1.0,0,1300,8400,0.15476190476190477,0.0,62,6,4,7,0,0.0,47.7612,-122.33200000000001,98133,387011.59,375000.0,375000.0,2,7094.61,1614.76,6279
1027,245000.0,3,1.75,0,1490,6930,0.215007215007215,0.0,25,2,4,7,0,0.0,47.3682,-122.179,98030,294089.77,281000.0,245000.0,1,9210.88,1956.98,4741
1028,543115.0,2,1.0,1,1380,5484,0.25164113785557984,0.0,68,6,3,8,0,0.0,47.6382,-122.399,98199,732288.96,672500.0,1100000.0,4,5221.17,2072.72,4714
1029,900000.0,4,2.0,0,1190,8190,0.1452991452991453,0.0,70,7,3,7,0,0.0,47.6908,-122.397,98117,576834.81,544000.0,575000.0,3,4636.39,1692.04,7953
1031,554000.0,2,2.0,0,1920,6045,0.3176178660049628,0.0,12,1,3,8,0,0.0,47.7107,-122.031,98053,626388.9,600000.0,635000.0,4,14869.49,2411.52,662
1032,249900.0,3,1.75,0,2080,12522,0.1661076505350583,0.0,65,6,5,6,0,0.0,47.266999999999996,-122.25,98001,273273.58,255500.0,250000.0,1,11496.59,1876.0,1717
1033,768000.0,3,2.5,1,3220,54160,0.05945347119645495,2.0,34,3,4,9,0,0.0,47.5468,-122.109,98006,763026.1,734000.0,550000.0,4,12407.05,2712.18,3402
1034,980000.0,4,3.0,1,3680,5854,0.6286299965835326,3.0,48,4,3,10,0,0.0,47.6327,-122.395,98199,732288.96,672500.0,1100000.0,4,5221.17,2072.72,4714
1035,395000.0,5,2.5,1,2070,9600,0.215625,0.0,53,5,3,7,0,0.0,47.4997,-122.36399999999999,98146,359496.26,305000.0,210000.0,1,9020.24,1621.45,5573
1036,415000.0,3,1.75,0,1480,2200,0.6727272727272727,0.0,20,2,3,7,0,0.0,47.6969,-122.35,98103,578441.15,550000.0,650000.0,3,3469.39,1638.48,9905
1037,380000.0,4,2.5,0,2000,6921,0.2889755815633579,0.0,12,1,3,8,0,0.0,47.3559,-122.014,98038,345204.02,335000.0,275000.0,2,8695.4,2089.72,469
1038,566000.0,3,2.5,0,1560,5259,0.2966343411294923,0.0,16,1,3,8,0,0.0,47.5985,-122.016,98075,759694.5,735000.0,750000.0,4,14806.11,2998.8,2185
1039,218500.0,2,1.0,1,1600,8961,0.17855150094855485,0.0,66,6,4,7,0,0.0,47.3098,-122.21,98002,234284.04,235000.0,250000.0,1,7517.63,1627.74,4423
1040,550000.0,4,2.5,1,1940,10500,0.18476190476190477,0.0,39,3,4,7,0,0.0,47.683,-122.11399999999999,98052,637806.32,610000.0,550000.0,4,10489.92,2345.22,2908
1041,512031.0,3,1.75,1,1540,3000,0.5133333333333333,2.0,95,9,3,7,0,0.0,47.6769,-122.36,98117,576834.81,544000.0,575000.0,3,4636.39,1692.04,7953
1042,197500.0,2,1.0,0,820,8860,0.09255079006772009,0.0,65,6,3,6,0,0.0,47.452,-122.19,98055,300024.22,292500.0,290000.0,1,7870.52,1776.27,4585
1043,470000.0,3,2.25,1,1780,8784,0.20264116575591987,0.0,38,3,3,7,0,0.0,47.701,-122.17200000000001,98033,707447.32,659000.0,675000.0,4,9818.57,2219.42,3696
